,neighbourhood_group,price,minimum_nights,number_of_reviews,price_category,availability_365
9693,Brooklyn,115,3,65,Medium,127
18277,Manhattan,115,5,65,Medium,157
29903,Manhattan,115,3,67,Medium,132
6020,Manhattan,115,4,68,Medium,10
24920,Manhattan,115,3,69,Medium,18
2349,Manhattan,115,2,70,Medium,120
5305,Manhattan,115,25,70,Medium,31
8477,Manhattan,115,3,71,Medium,4
19293,Manhattan,115,2,72,Medium,275
24471,Brooklyn,115,1,72,Medium,0
16648,Brooklyn,115,1,75,Medium,81
32588,Manhattan,115,1,75,Medium,11
5469,Brooklyn,115,2,76,Medium,283
3368,Manhattan,115,1,78,Medium,93
5192,Brooklyn,115,1,78,Medium,8
21013,Brooklyn,115,2,80,Medium,68
34394,Manhattan,115,1,82,Medium,230
6086,Manhattan,115,2,84,Medium,50
21438,Manhattan,115,3,86,Medium,85
16798,Brooklyn,115,4,89,Medium,282
37455,Brooklyn,115,1,89,Medium,278
11134,Manhattan,115,7,90,Medium,23
1687,Brooklyn,115,2,91,Medium,258
25206,Brooklyn,115,1,92,Medium,33
24461,Manhattan,115,2,93,Medium,129
25365,Manhattan,115,1,94,Medium,7
21843,Brooklyn,115,2,97,Medium,0
22245,Manhattan,115,2,100,Medium,91
13845,Manhattan,115,3,118,Medium,157
22773,Brooklyn,115,2,118,Medium,121
17027,Manhattan,115,4,119,Medium,45
22514,Manhattan,115,1,120,Medium,34
2786,Brooklyn,115,2,121,Medium,39
11075,Manhattan,115,4,122,Medium,29
144,Brooklyn,115,3,124,Medium,170
20848,Brooklyn,115,2,124,Medium,275
18408,Brooklyn,115,1,129,Medium,255
3905,Manhattan,115,2,130,Medium,276
5721,Brooklyn,115,3,131,Medium,241
11761,Brooklyn,115,1,131,Medium,241
12220,Brooklyn,115,4,132,Medium,71
22099,Manhattan,115,1,134,Medium,1
12736,Brooklyn,115,2,142,Medium,89
2936,Brooklyn,115,3,146,Medium,277
15638,Manhattan,115,2,150,Medium,1
665,Manhattan,115,4,151,Medium,323
7721,Brooklyn,115,2,153,Medium,0
26566,Manhattan,115,1,160,Medium,15
22092,Manhattan,115,1,161,Medium,156
28801,Manhattan,115,1,162,Medium,312
25384,Manhattan,115,1,179,Medium,326
2880,Brooklyn,115,3,185,Medium,163
1774,Manhattan,115,3,186,Medium,237
2969,Brooklyn,115,3,200,Medium,256
274,Manhattan,115,2,210,Medium,261
2980,Brooklyn,115,2,210,Medium,106
6359,Brooklyn,115,2,214,Medium,108
17402,Brooklyn,115,1,227,Medium,294
3839,Manhattan,115,3,242,Medium,55
8384,Manhattan,115,2,246,Medium,69
5509,Brooklyn,115,2,259,Medium,285
17700,Brooklyn,115,1,350,Medium,137
40421,Manhattan,114,3,13,Medium,50
39620,Brooklyn,114,2,21,Medium,68
25891,Brooklyn,114,12,27,Medium,13
20227,Manhattan,114,1,40,Medium,324
20672,Brooklyn,114,4,41,Medium,0
24549,Brooklyn,114,2,43,Medium,114
24946,Brooklyn,114,1,72,Medium,140
7682,Brooklyn,114,2,81,Medium,160
26606,Manhattan,114,1,133,Medium,67
17693,Manhattan,113,2,12,Medium,197
23954,Manhattan,113,1,12,Medium,90
33985,Manhattan,113,2,13,Medium,1
39801,Brooklyn,113,3,13,Medium,118
41041,Manhattan,113,1,20,Medium,96
34551,Brooklyn,113,3,24,Medium,96
314,Manhattan,113,14,26,Medium,253
18744,Brooklyn,113,3,27,Medium,37
4951,Brooklyn,113,4,38,Medium,191
12636,Brooklyn,113,7,38,Medium,355
23779,Brooklyn,113,3,69,Medium,99
1991,Manhattan,113,3,71,Medium,343
13730,Brooklyn,113,5,77,Medium,44
1477,Manhattan,113,1,93,Medium,2
20194,Manhattan,113,3,131,Medium,12
18270,Brooklyn,113,2,167,Medium,167
13262,Brooklyn,113,3,174,Medium,63
4327,Manhattan,113,2,255,Medium,41
15361,Brooklyn,112,10,11,Medium,21
12601,Manhattan,112,4,13,Medium,0
30025,Manhattan,112,4,14,Medium,1
38976,Manhattan,112,3,14,Medium,16
4074,Brooklyn,112,4,19,Medium,0
3917,Manhattan,112,2,20,Medium,179
3631,Manhattan,112,3,22,Medium,313
3759,Manhattan,112,30,22,Medium,244
15905,Manhattan,112,3,23,Medium,18
40073,Brooklyn,112,1,29,Medium,84
11226,Manhattan,112,5,31,Medium,0
33170,Manhattan,112,2,31,Medium,340
6435,Manhattan,112,10,38,Medium,157
30480,Brooklyn,112,3,43,Medium,29
30690,Brooklyn,112,2,48,Medium,0
32015,Brooklyn,112,2,50,Medium,0
29026,Brooklyn,112,1,62,Medium,151
31360,Brooklyn,112,3,65,Medium,219
32161,Manhattan,112,1,66,Medium,16
31527,Brooklyn,112,1,68,Medium,27
31607,Manhattan,112,2,81,Medium,6
5853,Manhattan,112,3,126,Medium,230
3676,Brooklyn,112,4,138,Medium,248
14536,Brooklyn,112,2,168,Medium,291
2692,Manhattan,112,1,196,Medium,71
3605,Brooklyn,112,200,314,Medium,42
10105,Brooklyn,111,2,15,Medium,0
15231,Manhattan,111,1,41,Medium,4
4616,Brooklyn,111,2,45,Medium,0
33894,Manhattan,111,2,48,Medium,0
5555,Manhattan,111,3,51,Medium,198
26355,Manhattan,111,1,51,Medium,56
18075,Brooklyn,111,2,73,Medium,170
19632,Brooklyn,111,1,74,Medium,156
2627,Manhattan,111,2,77,Medium,259
3602,Brooklyn,111,3,104,Medium,261
4294,Manhattan,111,3,104,Medium,317
24894,Manhattan,111,1,136,Medium,51
6439,Manhattan,110,7,11,Medium,0
19517,Brooklyn,110,2,11,Medium,0
21863,Manhattan,110,12,11,Medium,0
22493,Manhattan,110,3,11,Medium,203
30777,Brooklyn,110,3,11,Medium,90
1113,Brooklyn,110,4,12,Medium,330
1350,Manhattan,110,7,12,Medium,0
6289,Manhattan,110,30,12,Medium,332
8844,Manhattan,110,4,12,Medium,0
17481,Manhattan,110,4,12,Medium,0
21449,Brooklyn,110,6,12,Medium,0
6875,Manhattan,110,20,13,Medium,0
29836,Manhattan,110,2,13,Medium,23
38304,Brooklyn,110,1,13,Medium,6
40420,Manhattan,110,4,13,Medium,197
40497,Manhattan,110,7,13,Medium,13
41728,Manhattan,110,1,13,Medium,0
42625,Brooklyn,110,4,13,Medium,161
6610,Brooklyn,110,4,14,Medium,0
9333,Brooklyn,110,3,14,Medium,0
42357,Manhattan,110,1,14,Medium,0
8899,Brooklyn,110,4,15,Medium,97
9140,Brooklyn,110,2,15,Medium,12
23758,Manhattan,110,2,15,Medium,161
27333,Manhattan,110,4,15,Medium,19
28253,Brooklyn,110,3,15,Medium,3
29210,Brooklyn,110,4,15,Medium,13
32104,Brooklyn,110,3,15,Medium,254
33404,Manhattan,110,7,15,Medium,4
37374,Manhattan,110,3,15,Medium,0
1268,Manhattan,110,10,16,Medium,0
5206,Brooklyn,110,1,16,Medium,345
20046,Manhattan,110,1,16,Medium,0
37689,Brooklyn,110,2,16,Medium,276
7647,Manhattan,110,30,17,Medium,276
39419,Brooklyn,110,2,17,Medium,243
16728,Brooklyn,110,6,18,Medium,0
33526,Brooklyn,110,4,18,Medium,46
35817,Brooklyn,110,3,18,Medium,234
56,Manhattan,110,5,19,Medium,301
7986,Brooklyn,110,2,19,Medium,0
12461,Brooklyn,110,3,19,Medium,0
22998,Manhattan,110,3,19,Medium,34
29749,Manhattan,110,7,19,Medium,171
41111,Brooklyn,110,1,19,Medium,34
5921,Manhattan,110,6,20,Medium,0
16579,Manhattan,110,2,20,Medium,5
24639,Brooklyn,110,3,20,Medium,173
27104,Brooklyn,110,3,20,Medium,0
35684,Brooklyn,110,1,20,Medium,19
37323,Brooklyn,110,1,20,Medium,290
37682,Brooklyn,110,2,20,Medium,284
40305,Brooklyn,110,3,20,Medium,98
40580,Manhattan,110,4,20,Medium,227
3428,Manhattan,110,45,21,Medium,0
27757,Brooklyn,110,2,21,Medium,336
34280,Brooklyn,110,2,21,Medium,13
38581,Manhattan,110,1,21,Medium,256
15012,Manhattan,110,2,22,Medium,0
21285,Manhattan,110,5,22,Medium,7
2730,Brooklyn,110,3,23,Medium,159
2956,Brooklyn,110,3,23,Medium,67
17380,Manhattan,110,1,23,Medium,146
26732,Manhattan,110,4,23,Medium,93
577,Brooklyn,110,1,24,Medium,183
12004,Brooklyn,110,2,24,Medium,0
7258,Manhattan,110,6,25,Medium,161
30599,Brooklyn,110,30,25,Medium,125
5788,Manhattan,110,4,26,Medium,14
6568,Manhattan,110,15,26,Medium,0
14543,Manhattan,110,3,26,Medium,0
17953,Manhattan,110,3,26,Medium,5
18825,Manhattan,110,2,26,Medium,280
19881,Manhattan,110,2,26,Medium,0
21811,Manhattan,110,1,26,Medium,0
26307,Brooklyn,110,3,26,Medium,347
33867,Brooklyn,110,2,26,Medium,267
941,Manhattan,110,7,27,Medium,192
2027,Brooklyn,110,3,28,Medium,34
28898,Brooklyn,110,5,28,Medium,0
29691,Brooklyn,110,5,28,Medium,347
21503,Manhattan,110,2,29,Medium,15
26571,Manhattan,110,2,29,Medium,0
30539,Manhattan,110,2,29,Medium,117
31372,Manhattan,110,2,29,Medium,200
35742,Brooklyn,110,2,29,Medium,63
37698,Brooklyn,110,2,29,Medium,19
25839,Manhattan,110,7,30,Medium,82
29102,Manhattan,110,3,30,Medium,265
33910,Brooklyn,110,2,30,Medium,327
16045,Manhattan,110,1,31,Medium,189
25362,Brooklyn,110,2,31,Medium,4
1304,Brooklyn,110,90,32,Medium,330
5866,Brooklyn,110,2,32,Medium,264
18966,Manhattan,110,4,32,Medium,167
22130,Manhattan,110,7,32,Medium,272
29827,Brooklyn,110,3,32,Medium,0
17677,Manhattan,110,3,33,Medium,0
28372,Manhattan,110,2,33,Medium,6
32641,Manhattan,110,3,33,Medium,15
5103,Brooklyn,110,3,34,Medium,12
27229,Manhattan,110,2,34,Medium,15
29593,Brooklyn,110,2,34,Medium,96
31875,Manhattan,110,2,34,Medium,160
31629,Manhattan,110,3,35,Medium,53
34971,Manhattan,110,1,35,Medium,90
15212,Manhattan,110,3,36,Medium,292
18202,Manhattan,110,4,36,Medium,40
1472,Manhattan,110,1,37,Medium,365
4433,Manhattan,110,2,37,Medium,182
310,Manhattan,110,13,38,Medium,0
4000,Brooklyn,110,1,38,Medium,157
6284,Brooklyn,110,1,38,Medium,46
9299,Brooklyn,110,2,38,Medium,290
27510,Brooklyn,110,4,38,Medium,309
30355,Brooklyn,110,1,38,Medium,0
33393,Brooklyn,110,3,38,Medium,101
39382,Brooklyn,110,2,38,Medium,294
4872,Brooklyn,110,3,39,Medium,0
27087,Brooklyn,110,2,39,Medium,130
4405,Manhattan,110,3,40,Medium,113
18573,Manhattan,110,1,40,Medium,345
29068,Brooklyn,110,4,40,Medium,50
19014,Manhattan,110,2,41,Medium,89
24721,Manhattan,110,30,41,Medium,244
26311,Manhattan,110,1,41,Medium,3
34324,Manhattan,110,1,42,Medium,8
37693,Brooklyn,110,2,42,Medium,90
26092,Brooklyn,110,2,43,Medium,182
32366,Manhattan,110,1,43,Medium,348
32787,Brooklyn,110,2,44,Medium,288
9823,Manhattan,110,4,45,Medium,59
21685,Brooklyn,110,2,45,Medium,342
27814,Brooklyn,110,1,45,Medium,18
35364,Brooklyn,110,2,45,Medium,2
15300,Manhattan,110,2,46,Medium,307
35732,Manhattan,110,2,46,Medium,38
880,Manhattan,110,3,47,Medium,248
4932,Manhattan,110,1,47,Medium,362
8570,Brooklyn,110,1,48,Medium,0
14638,Manhattan,110,1,48,Medium,67
19884,Brooklyn,110,5,48,Medium,0
23110,Manhattan,110,1,48,Medium,342
40990,Brooklyn,110,1,48,Medium,250
2189,Manhattan,110,3,49,Medium,0
33669,Manhattan,110,2,49,Medium,358
34055,Brooklyn,110,2,49,Medium,335
270,Brooklyn,110,6,50,Medium,0
11872,Brooklyn,110,2,50,Medium,0
32885,Brooklyn,110,3,51,Medium,46
22554,Brooklyn,110,3,52,Medium,150
33488,Brooklyn,110,1,52,Medium,44
36737,Brooklyn,110,1,52,Medium,81
81,Manhattan,110,31,54,Medium,209
30760,Manhattan,110,30,54,Medium,193
33786,Manhattan,110,1,54,Medium,251
22188,Brooklyn,110,2,57,Medium,144
34500,Brooklyn,110,1,57,Medium,223
3469,Brooklyn,110,10,58,Medium,282
8604,Brooklyn,110,3,58,Medium,205
16678,Manhattan,110,3,58,Medium,129
24233,Manhattan,110,3,58,Medium,26
29932,Brooklyn,110,2,58,Medium,62
604,Manhattan,110,30,59,Medium,281
22641,Manhattan,110,3,59,Medium,51
30422,Brooklyn,110,1,59,Medium,248
20133,Manhattan,110,2,60,Medium,47
47,Brooklyn,110,7,61,Medium,265
618,Manhattan,110,2,61,Medium,264
34393,Manhattan,110,1,63,Medium,267
1048,Manhattan,110,2,64,Medium,74
5913,Manhattan,110,3,64,Medium,14
17660,Manhattan,110,1,65,Medium,266
3972,Brooklyn,110,4,66,Medium,323
29157,Manhattan,110,2,67,Medium,67
31033,Manhattan,110,1,67,Medium,0
8941,Manhattan,110,2,68,Medium,44
17675,Manhattan,110,3,68,Medium,128
11609,Manhattan,110,3,69,Medium,5
28915,Manhattan,110,1,69,Medium,9
30621,Manhattan,110,1,69,Medium,176
34392,Manhattan,110,1,69,Medium,232
388,Brooklyn,110,4,70,Medium,283
12924,Manhattan,110,5,70,Medium,310
23,Brooklyn,110,2,71,Medium,304
30286,Manhattan,110,3,71,Medium,37
3539,Brooklyn,110,10,72,Medium,42
33785,Manhattan,110,1,73,Medium,187
18517,Brooklyn,110,4,75,Medium,48
13468,Manhattan,110,3,76,Medium,281
20209,Brooklyn,110,1,77,Medium,39
5211,Manhattan,110,2,79,Medium,80
20684,Manhattan,110,3,79,Medium,257
25579,Brooklyn,110,1,80,Medium,81
527,Manhattan,110,3,81,Medium,274
10569,Manhattan,110,4,81,Medium,360
2329,Manhattan,110,3,82,Medium,15
24382,Manhattan,110,1,82,Medium,0
18133,Manhattan,110,1,84,Medium,301
11711,Manhattan,110,1,85,Medium,304
27932,Manhattan,110,1,85,Medium,52
11236,Brooklyn,110,2,86,Medium,316
19900,Brooklyn,110,3,88,Medium,248
20413,Brooklyn,110,2,91,Medium,48
245,Manhattan,110,200,92,Medium,140
19323,Manhattan,110,3,94,Medium,26
4237,Manhattan,110,30,101,Medium,331
19277,Brooklyn,110,1,102,Medium,267
9269,Brooklyn,110,29,103,Medium,222
11903,Brooklyn,110,2,104,Medium,155
25431,Manhattan,110,3,111,Medium,128
765,Brooklyn,110,3,115,Medium,28
21621,Brooklyn,110,3,116,Medium,216
11905,Brooklyn,110,2,122,Medium,159
12568,Manhattan,110,1,123,Medium,264
9833,Brooklyn,110,3,125,Medium,315
17035,Manhattan,110,4,125,Medium,44
2925,Manhattan,110,30,128,Medium,314
10454,Manhattan,110,1,133,Medium,267
29779,Manhattan,110,1,135,Medium,311
3667,Manhattan,110,1,136,Medium,63
8423,Brooklyn,110,3,137,Medium,154
20160,Manhattan,110,2,137,Medium,102
394,Manhattan,110,2,142,Medium,301
20834,Brooklyn,110,3,147,Medium,88
23795,Brooklyn,110,1,150,Medium,85
14462,Manhattan,110,1,161,Medium,165
12113,Manhattan,110,2,166,Medium,229
23084,Manhattan,110,1,166,Medium,71
7506,Manhattan,110,1,175,Medium,43
8405,Brooklyn,110,1,179,Medium,118
20007,Manhattan,110,1,188,Medium,158
4584,Brooklyn,110,1,189,Medium,179
6090,Brooklyn,110,3,189,Medium,268
5969,Brooklyn,110,2,192,Medium,132
2279,Brooklyn,110,7,195,Medium,284
12702,Manhattan,110,1,198,Medium,250
18990,Manhattan,110,1,200,Medium,60
17320,Brooklyn,110,2,204,Medium,41
18396,Brooklyn,110,1,208,Medium,293
175,Brooklyn,110,2,213,Medium,321
2000,Manhattan,110,3,213,Medium,281
14286,Manhattan,110,1,221,Medium,348
3801,Manhattan,110,1,227,Medium,239
3019,Manhattan,110,1,233,Medium,17
2244,Manhattan,110,31,235,Medium,84
801,Brooklyn,110,3,238,Medium,297
7770,Brooklyn,110,2,248,Medium,1
614,Brooklyn,110,3,305,Medium,231
5787,Manhattan,109,2,11,Medium,0
3909,Brooklyn,109,1,12,Medium,0
33051,Manhattan,109,3,14,Medium,0
35488,Brooklyn,109,1,16,Medium,179
39673,Brooklyn,109,1,16,Medium,66
40473,Manhattan,109,5,17,Medium,35
870,Manhattan,109,30,18,Medium,285
6523,Brooklyn,109,1,18,Medium,0
29987,Brooklyn,109,3,19,Medium,360
4299,Manhattan,109,30,20,Medium,90
27116,Brooklyn,109,2,22,Medium,1
6211,Brooklyn,109,30,23,Medium,221
8073,Brooklyn,109,30,23,Medium,188
14870,Brooklyn,109,4,25,Medium,324
17005,Manhattan,109,4,25,Medium,140
17842,Manhattan,109,5,25,Medium,2
18126,Manhattan,109,1,25,Medium,0
1900,Manhattan,109,3,26,Medium,18
2994,Manhattan,109,2,26,Medium,139
28904,Manhattan,109,3,27,Medium,0
9648,Brooklyn,109,2,28,Medium,170
29143,Brooklyn,109,3,34,Medium,156
32929,Manhattan,109,3,35,Medium,0
729,Manhattan,109,30,36,Medium,286
5668,Brooklyn,109,2,37,Medium,356
33947,Brooklyn,109,30,37,Medium,361
6385,Manhattan,109,3,42,Medium,7
33946,Brooklyn,109,30,43,Medium,365
21468,Manhattan,109,1,63,Medium,0
895,Manhattan,109,1,66,Medium,353
16285,Brooklyn,109,3,68,Medium,213
2266,Brooklyn,109,2,70,Medium,339
21865,Brooklyn,109,3,72,Medium,140
1828,Brooklyn,109,1,73,Medium,284
21846,Brooklyn,109,3,73,Medium,37
32928,Brooklyn,109,1,75,Medium,20
10470,Manhattan,109,1,76,Medium,0
28577,Manhattan,109,2,76,Medium,4
7862,Brooklyn,109,3,79,Medium,0
17262,Brooklyn,109,4,80,Medium,107
6022,Manhattan,109,3,83,Medium,355
16451,Manhattan,109,1,86,Medium,161
19762,Brooklyn,109,4,91,Medium,212
29592,Manhattan,109,1,91,Medium,304
23287,Brooklyn,109,1,93,Medium,79
293,Manhattan,109,1,104,Medium,364
10287,Brooklyn,109,2,105,Medium,244
3913,Brooklyn,109,2,107,Medium,269
22531,Brooklyn,109,2,112,Medium,258
12501,Manhattan,109,1,113,Medium,197
1489,Brooklyn,109,31,114,Medium,110
15036,Brooklyn,109,2,115,Medium,352
17622,Brooklyn,109,2,117,Medium,51
9256,Brooklyn,109,2,118,Medium,14
3486,Manhattan,109,7,130,Medium,78
22935,Brooklyn,109,1,146,Medium,21
22915,Brooklyn,109,1,148,Medium,20
7894,Manhattan,109,4,191,Medium,243
4040,Manhattan,109,1,208,Medium,261
4879,Brooklyn,109,2,214,Medium,127
8977,Brooklyn,109,2,224,Medium,73
19597,Brooklyn,109,1,228,Medium,326
4144,Manhattan,109,1,288,Medium,103
2353,Manhattan,109,2,292,Medium,231
1452,Manhattan,109,1,323,Medium,276
12095,Manhattan,108,1,11,Medium,0
43422,Manhattan,108,1,11,Medium,175
29391,Brooklyn,108,3,12,Medium,112
37141,Manhattan,108,3,15,Medium,0
37424,Brooklyn,108,3,15,Medium,8
8715,Manhattan,108,2,17,Medium,0
21971,Brooklyn,108,28,17,Medium,332
23689,Manhattan,108,10,17,Medium,23
11805,Brooklyn,108,7,19,Medium,21
33961,Brooklyn,108,2,19,Medium,0
10328,Brooklyn,108,4,21,Medium,12
33206,Brooklyn,108,2,26,Medium,315
32344,Brooklyn,108,1,35,Medium,158
14350,Manhattan,108,2,36,Medium,51
10242,Brooklyn,108,1,40,Medium,0
9678,Brooklyn,108,2,59,Medium,344
36022,Brooklyn,108,1,79,Medium,46
12627,Manhattan,108,1,111,Medium,0
1490,Manhattan,108,3,161,Medium,24
3992,Brooklyn,108,3,232,Medium,89
5941,Manhattan,107,6,12,Medium,251
21345,Brooklyn,107,25,12,Medium,1
27357,Brooklyn,107,4,17,Medium,9
12529,Manhattan,107,3,19,Medium,72
37935,Manhattan,107,1,19,Medium,156
37627,Manhattan,107,1,22,Medium,141
38366,Manhattan,107,1,25,Medium,169
3962,Brooklyn,107,30,35,Medium,18
18479,Brooklyn,107,3,82,Medium,284
6348,Manhattan,107,2,92,Medium,157
1301,Manhattan,107,1,115,Medium,85
26358,Manhattan,107,3,133,Medium,9
3047,Brooklyn,107,3,143,Medium,23
2020,Brooklyn,107,2,147,Medium,27
6244,Manhattan,107,21,193,Medium,310
901,Manhattan,106,3,12,Medium,271
17750,Manhattan,106,30,14,Medium,242
5842,Brooklyn,106,3,15,Medium,0
22841,Brooklyn,106,2,20,Medium,0
33070,Brooklyn,106,4,21,Medium,58
24305,Manhattan,106,8,25,Medium,10
35626,Manhattan,106,4,27,Medium,0
17909,Brooklyn,106,1,30,Medium,0
41962,Brooklyn,106,1,33,Medium,15
18511,Manhattan,106,1,63,Medium,19
3301,Manhattan,106,2,191,Medium,291
834,Brooklyn,105,3,11,Medium,0
17247,Brooklyn,105,5,11,Medium,0
18342,Manhattan,105,2,11,Medium,0
43460,Manhattan,105,3,11,Medium,20
2202,Brooklyn,105,5,12,Medium,0
7983,Manhattan,105,30,12,Medium,227
28411,Manhattan,105,14,12,Medium,0
35051,Brooklyn,105,3,12,Medium,0
42303,Brooklyn,105,1,12,Medium,0
16542,Brooklyn,105,4,13,Medium,0
30896,Brooklyn,105,2,13,Medium,0
36298,Brooklyn,105,2,13,Medium,335
14955,Manhattan,105,1,14,Medium,0
27840,Manhattan,105,2,14,Medium,0
28378,Brooklyn,105,3,14,Medium,173
39836,Brooklyn,105,2,14,Medium,144
41910,Manhattan,105,1,14,Medium,241
1051,Brooklyn,105,115,15,Medium,219
7006,Manhattan,105,30,15,Medium,285
9731,Brooklyn,105,2,15,Medium,0
36137,Brooklyn,105,1,15,Medium,269
36731,Manhattan,105,2,15,Medium,160
2613,Manhattan,105,1,16,Medium,308
14153,Manhattan,105,1,16,Medium,0
9172,Manhattan,105,2,17,Medium,190
11212,Manhattan,105,3,17,Medium,0
37040,Brooklyn,105,2,17,Medium,245
18717,Manhattan,105,4,18,Medium,0
22341,Manhattan,105,2,18,Medium,95
42483,Manhattan,105,1,18,Medium,91
43175,Manhattan,105,1,19,Medium,9
2193,Manhattan,105,45,20,Medium,109
4105,Manhattan,105,3,21,Medium,20
21686,Manhattan,105,3,21,Medium,9
23363,Manhattan,105,2,21,Medium,0
3708,Manhattan,105,7,22,Medium,121
14964,Brooklyn,105,4,22,Medium,11
23318,Brooklyn,105,2,22,Medium,0
14048,Brooklyn,105,1,24,Medium,0
18289,Manhattan,105,3,24,Medium,0
21824,Manhattan,105,5,24,Medium,20
24134,Manhattan,105,1,24,Medium,0
24554,Brooklyn,105,1,24,Medium,0
32194,Brooklyn,105,1,24,Medium,32
4626,Brooklyn,105,14,26,Medium,285
11039,Brooklyn,105,3,26,Medium,0
18866,Brooklyn,105,5,26,Medium,269
6344,Manhattan,105,3,29,Medium,0
25232,Manhattan,105,3,29,Medium,75
16903,Brooklyn,105,15,30,Medium,85
17609,Brooklyn,105,2,30,Medium,291
3377,Manhattan,105,1,31,Medium,365
31759,Brooklyn,105,2,31,Medium,353
133,Manhattan,105,3,32,Medium,16
11577,Brooklyn,105,5,32,Medium,312
16477,Manhattan,105,7,32,Medium,290
8441,Brooklyn,105,5,33,Medium,8
8789,Manhattan,105,15,33,Medium,5
32806,Manhattan,105,2,33,Medium,45
35757,Manhattan,105,1,33,Medium,26
20686,Manhattan,105,2,35,Medium,327
30638,Manhattan,105,1,35,Medium,60
18626,Manhattan,105,2,38,Medium,0
19820,Brooklyn,105,1,38,Medium,0
30530,Manhattan,105,2,38,Medium,300
30675,Brooklyn,105,1,39,Medium,38
29632,Brooklyn,105,3,41,Medium,211
30903,Manhattan,105,3,42,Medium,286
31965,Manhattan,105,2,42,Medium,115
7774,Brooklyn,105,14,43,Medium,319
15682,Brooklyn,105,1,43,Medium,13
35611,Manhattan,105,1,43,Medium,176
13559,Manhattan,105,2,44,Medium,35
30229,Brooklyn,105,2,45,Medium,74
9070,Brooklyn,105,14,48,Medium,74
25798,Brooklyn,105,2,48,Medium,46
6653,Manhattan,105,2,49,Medium,193
6778,Brooklyn,105,7,53,Medium,77
11397,Brooklyn,105,1,54,Medium,365
25631,Brooklyn,105,2,55,Medium,18
36088,Brooklyn,105,1,58,Medium,0
7787,Brooklyn,105,1,59,Medium,213
86,Brooklyn,105,3,61,Medium,272
25697,Brooklyn,105,2,61,Medium,239
15068,Brooklyn,105,2,66,Medium,360
33788,Manhattan,105,1,67,Medium,241
35908,Brooklyn,105,1,71,Medium,55
29719,Brooklyn,105,1,72,Medium,307
27894,Brooklyn,105,1,73,Medium,139
11085,Manhattan,105,5,74,Medium,0
8070,Manhattan,105,3,75,Medium,338
34396,Manhattan,105,1,79,Medium,241
30706,Brooklyn,105,2,80,Medium,77
20574,Manhattan,105,2,85,Medium,117
4335,Brooklyn,105,2,88,Medium,93
6813,Manhattan,105,2,88,Medium,266
24443,Manhattan,105,1,88,Medium,0
968,Manhattan,105,7,93,Medium,70
21738,Brooklyn,105,3,93,Medium,89
1532,Manhattan,105,30,96,Medium,295
479,Brooklyn,105,28,101,Medium,167
6060,Manhattan,105,1,102,Medium,362
5344,Manhattan,105,3,104,Medium,288
74,Brooklyn,105,2,105,Medium,304
22943,Brooklyn,105,2,108,Medium,320
25958,Manhattan,105,2,109,Medium,261
8565,Manhattan,105,2,111,Medium,92
29353,Manhattan,105,1,111,Medium,238
22052,Manhattan,105,5,117,Medium,187
95,Brooklyn,105,3,118,Medium,9
21042,Manhattan,105,1,124,Medium,0
2362,Brooklyn,105,1,127,Medium,88
7852,Brooklyn,105,2,127,Medium,113
11573,Brooklyn,105,4,131,Medium,55
4150,Manhattan,105,5,132,Medium,12
22338,Manhattan,105,1,132,Medium,103
27491,Manhattan,105,1,135,Medium,68
28803,Manhattan,105,1,140,Medium,321
20622,Manhattan,105,1,142,Medium,11
25496,Manhattan,105,1,142,Medium,38
19685,Brooklyn,105,2,146,Medium,62
7824,Manhattan,105,1,158,Medium,105
7942,Manhattan,105,90,163,Medium,316
15569,Brooklyn,105,2,172,Medium,83
15017,Manhattan,105,1,181,Medium,175
17655,Manhattan,105,1,209,Medium,76
